noise,res,clusters,weight,NMI,ARI,CA,val_NMI,val_ARI,val_CA,loss,val_loss,clustering_loss,val_clustering_loss,zinb_loss,val_zinb_loss,CA_initial,ARI_initial,NMI_initial,val_CA_initial,val_ARI_initial,val_NMI_initial,training_time,nbr_iteration,CA_final,ARI_final,NMI_final,val_CA_final,val_ARI_final,val_NMI_final
0.4,0.07,7,1.0,"[0.88289, 0.87952, 0.87582, 0.87644, 0.87691, 0.87595, 0.87409, 0.87422, 0.87297]","[0.92451, 0.91913, 0.91519, 0.91582, 0.91547, 0.91451, 0.91287, 0.91185, 0.91148]","[0.88942, 0.88709, 0.8849, 0.8849, 0.88446, 0.88403, 0.88315, 0.88271, 0.88242]","[0.86619, 0.87067, 0.87083, 0.87537, 0.87649, 0.87135, 0.87461, 0.87613, 0.87515]","[0.90592, 0.90418, 0.90088, 0.91291, 0.91314, 0.90836, 0.90949, 0.90975, 0.91061]","[0.88156, 0.88098, 0.87981, 0.88448, 0.88506, 0.88273, 0.88331, 0.88331, 0.88331]","[0.6599941849708557, 0.6571828722953796, 0.6035060882568359, 0.5896127820014954, 0.5833872556686401, 0.6043135523796082, 0.5675021409988403, 0.5639145970344543, 0.567284882068634]","[0.6889936327934265, 0.6703431606292725, 0.6263538599014282, 0.6135149002075195, 0.6170384883880615, 0.6341184973716736, 0.6023819446563721, 0.6072701811790466, 0.607282280921936]","[0.17845363914966583, 0.16396009922027588, 0.0964602380990982, 0.07770504802465439, 0.06895914673805237, 0.08557542413473129, 0.05647115036845207, 0.049455031752586365, 0.053017765283584595]","[0.1849416345357895, 0.16421735286712646, 0.11163053661584854, 0.09650763124227524, 0.09859585762023926, 0.11041375249624252, 0.08713134378194809, 0.08825834095478058, 0.08830370008945465]","[0.4815124571323395, 0.493315726518631, 0.5071443915367126, 0.5119249224662781, 0.5144008994102478, 0.5185994505882263, 0.5110415816307068, 0.5144374370574951, 0.514200747013092]","[0.5040717124938965, 0.5064948797225952, 0.5150935053825378, 0.5174413919448853, 0.5188667178153992, 0.5240238904953003, 0.5155665278434753, 0.5192804336547852, 0.5194123983383179]",0.88942,0.92451,0.88289,0.88156,0.90592,0.86619,633,216,0.88242,0.91148,0.87297,0.88331,0.91061,0.87515
0.4,0.05,7,1.0,"[0.86803, 0.87333, 0.87925, 0.87739, 0.87254, 0.86939, 0.86656, 0.86474, 0.86342]","[0.91594, 0.91747, 0.91977, 0.91719, 0.91129, 0.90678, 0.90381, 0.90284, 0.90141]","[0.88621, 0.88578, 0.88592, 0.88461, 0.88169, 0.87936, 0.8779, 0.87732, 0.87673]","[0.86396, 0.86111, 0.86466, 0.8713, 0.86901, 0.86605, 0.86538, 0.86505, 0.86442]","[0.90764, 0.8996, 0.89703, 0.90726, 0.90633, 0.9002, 0.90177, 0.90087, 0.89833]","[0.88215, 0.87806, 0.87748, 0.88215, 0.88215, 0.87806, 0.87865, 0.87806, 0.8769]","[0.6498584151268005, 0.6610205769538879, 0.6118031144142151, 0.5887184143066406, 0.6009773015975952, 0.5861372351646423, 0.5793537497520447, 0.5659096240997314, 0.5725383162498474]","[0.678277850151062, 0.6740347146987915, 0.6333741545677185, 0.6191475987434387, 0.6268919706344604, 0.6169493198394775, 0.619057297706604, 0.6083166599273682, 0.6113892197608948]","[0.16774414479732513, 0.16932080686092377, 0.10805893689393997, 0.07943201065063477, 0.08819548040628433, 0.07362715899944305, 0.06773814558982849, 0.054608650505542755, 0.06202859804034233]","[0.1751646101474762, 0.16933920979499817, 0.12229184061288834, 0.10465866327285767, 0.11004035174846649, 0.10032673925161362, 0.10310317575931549, 0.09267471730709076, 0.09684700518846512]","[0.482074111700058, 0.4917501211166382, 0.5038537979125977, 0.5093014240264893, 0.5126891732215881, 0.5125119686126709, 0.5115236639976501, 0.5112276077270508, 0.5104118585586548]","[0.5031882524490356, 0.5049127340316772, 0.5113171935081482, 0.5147505402565002, 0.5172632932662964, 0.5165855884552002, 0.5160184502601624, 0.5156451463699341, 0.5145066380500793]",0.88621,0.91594,0.86803,0.88215,0.90764,0.86396,578,216,0.87673,0.90141,0.86342,0.8769,0.89833,0.86442
0.4,0.09,7,1.0,"[0.8679, 0.86671, 0.86527, 0.85441, 0.85287, 0.85131, 0.84763, 0.84625, 0.84623, 0.84537, 0.84358, 0.8448, 0.84387]","[0.91993, 0.91297, 0.90478, 0.88644, 0.88171, 0.8773, 0.87107, 0.86744, 0.86617, 0.86526, 0.86226, 0.86296, 0.86227]","[0.90197, 0.89891, 0.8954, 0.88621, 0.8833, 0.88111, 0.8779, 0.87615, 0.87557, 0.87513, 0.87352, 0.87367, 0.87338]","[0.85133, 0.85455, 0.8618, 0.86596, 0.86734, 0.87038, 0.86774, 0.863, 0.86782, 0.86354, 0.85808, 0.85576, 0.85607]","[0.90672, 0.89969, 0.90074, 0.90158, 0.9051, 0.90904, 0.90182, 0.89719, 0.90002, 0.89884, 0.89013, 0.88437, 0.88459]","[0.89323, 0.89265, 0.89498, 0.89615, 0.89732, 0.89848, 0.89615, 0.89323, 0.89498, 0.8944, 0.88973, 0.8874, 0.8874]","[0.6539015769958496, 0.6661565899848938, 0.6156114935874939, 0.5948933362960815, 0.5971630811691284, 0.591489851474762, 0.5902464985847473, 0.5738298892974854, 0.5888071656227112, 0.592555046081543, 0.5945122241973877, 0.5771327018737793, 0.6011760830879211]","[0.6866329908370972, 0.6815166473388672, 0.6379829049110413, 0.6258026957511902, 0.6257794499397278, 0.6241569519042969, 0.6290637254714966, 0.6186394095420837, 0.6219016909599304, 0.6317108273506165, 0.6273608803749084, 0.6189355254173279, 0.6312642097473145]","[0.17532218992710114, 0.17596957087516785, 0.1121300607919693, 0.085516057908535, 0.0835196003317833, 0.07924378663301468, 0.07933653146028519, 0.06314659118652344, 0.07845231145620346, 0.07824401557445526, 0.08391423523426056, 0.06609588116407394, 0.09053182601928711]","[0.18296292424201965, 0.17597255110740662, 0.1263168901205063, 0.11102848500013351, 0.10721210390329361, 0.10753445327281952, 0.1138390302658081, 0.10283582657575607, 0.10734593123197556, 0.11296629905700684, 0.11238021403551102, 0.10345472395420074, 0.11665425449609756]","[0.47859397530555725, 0.49029576778411865, 0.5035967826843262, 0.5094010829925537, 0.5135924220085144, 0.5122368931770325, 0.5107899904251099, 0.510574460029602, 0.5101982951164246, 0.5141915082931519, 0.5104901194572449, 0.5108835697174072, 0.510378360748291]","[0.503905177116394, 0.5058602094650269, 0.5120018720626831, 0.5151492953300476, 0.5188006162643433, 0.5167686343193054, 0.5156694650650024, 0.5159400105476379, 0.5147699117660522, 0.5190507173538208, 0.5150264501571655, 0.5155449509620667, 0.5150628089904785]",0.90197,0.91993,0.8679,0.89323,0.90672,0.85133,825,324,0.87338,0.86227,0.84387,0.8874,0.88459,0.85607
0.4,0.06,7,1.0,"[0.87142, 0.87417, 0.87607, 0.87303, 0.87351, 0.87386, 0.87327, 0.87272, 0.87235]","[0.91861, 0.91911, 0.91821, 0.91341, 0.91258, 0.91141, 0.91181, 0.91112, 0.91078]","[0.8884, 0.8868, 0.88621, 0.88373, 0.8833, 0.88271, 0.88286, 0.88257, 0.88242]","[0.86471, 0.86907, 0.87363, 0.87272, 0.86701, 0.86605, 0.86782, 0.86664, 0.86757]","[0.90865, 0.90665, 0.91001, 0.90861, 0.90179, 0.90178, 0.90456, 0.90237, 0.90455]","[0.88506, 0.88156, 0.88331, 0.88273, 0.8804, 0.8804, 0.88156, 0.8804, 0.88156]","[0.6733512878417969, 0.6442853212356567, 0.5913313031196594, 0.5754776000976562, 0.5750817656517029, 0.5650002360343933, 0.5684341788291931, 0.5698670744895935, 0.5670472383499146]","[0.6983686089515686, 0.6580861210823059, 0.6151816844940186, 0.6075687408447266, 0.6039490103721619, 0.6001860499382019, 0.6009214520454407, 0.6107130646705627, 0.6025871634483337]","[0.19127389788627625, 0.1509423553943634, 0.08693619817495346, 0.0662606731057167, 0.06592969596385956, 0.05483429506421089, 0.057871922850608826, 0.05748274549841881, 0.05663728713989258]","[0.19408060610294342, 0.15150940418243408, 0.1028871163725853, 0.09187693893909454, 0.08957327902317047, 0.08441184461116791, 0.08552990108728409, 0.09260047972202301, 0.08720413595438004]","[0.4820784032344818, 0.4934372305870056, 0.5044794082641602, 0.5092055797576904, 0.5090668201446533, 0.5101521611213684, 0.5104552507400513, 0.5123605132102966, 0.510391116142273]","[0.5045240521430969, 0.5068295001983643, 0.5125626921653748, 0.5159687399864197, 0.514761745929718, 0.5160170793533325, 0.5156141519546509, 0.5183089971542358, 0.5157607197761536]",0.8884,0.91861,0.87142,0.88506,0.90865,0.86471,635,216,0.88242,0.91078,0.87235,0.88156,0.90455,0.86757
0.5,0.05,6,1.0,"[0.8821, 0.88177, 0.87663, 0.87657, 0.8763]","[0.927, 0.92368, 0.92002, 0.91858, 0.91772]","[0.88709, 0.8849, 0.88301, 0.88242, 0.88213]","[0.85694, 0.85995, 0.8611, 0.86433, 0.8683]","[0.90368, 0.90257, 0.9045, 0.90736, 0.90963]","[0.8769, 0.8769, 0.87748, 0.87865, 0.87923]","[0.6550820469856262, 0.6501182913780212, 0.5961731672286987, 0.5801600813865662, 0.5669834017753601]","[0.6826012134552002, 0.6617031097412109, 0.616317629814148, 0.6011481881141663, 0.6000803709030151]","[0.1729666143655777, 0.1570196896791458, 0.08955822885036469, 0.07080403715372086, 0.056737154722213745]","[0.17883706092834473, 0.15580371022224426, 0.10251355171203613, 0.0868050828576088, 0.08532816916704178]","[0.482110857963562, 0.49317193031311035, 0.5067272186279297, 0.509342610836029, 0.5102319717407227]","[0.5039747357368469, 0.5062287449836731, 0.514206051826477, 0.5146147608757019, 0.5151245594024658]",0.88709,0.927,0.8821,0.8769,0.90368,0.85694,466,108,0.88213,0.91772,0.8763,0.87923,0.90963,0.8683
0.5,0.07,6,1.0,"[0.85002, 0.85638, 0.85676, 0.85529, 0.85399, 0.85487, 0.85447, 0.8532]","[0.90247, 0.90291, 0.90013, 0.89872, 0.89681, 0.89538, 0.89477, 0.89359]","[0.87527, 0.87498, 0.87338, 0.87279, 0.87192, 0.87133, 0.8709, 0.87046]","[0.84079, 0.84747, 0.84699, 0.852, 0.85377, 0.85989, 0.85864, 0.85888]","[0.88803, 0.88946, 0.88841, 0.89276, 0.8971, 0.89824, 0.89917, 0.90041]","[0.87048, 0.86989, 0.86931, 0.87048, 0.87281, 0.8734, 0.8734, 0.87456]","[0.6430221199989319, 0.6429893970489502, 0.5925461053848267, 0.5722125768661499, 0.568421483039856, 0.5799888372421265, 0.5607580542564392, 0.5572798252105713]","[0.6762937903404236, 0.6589798927307129, 0.6160222291946411, 0.6028996706008911, 0.6016784906387329, 0.6073524355888367, 0.5930487513542175, 0.5922412276268005]","[0.1656678020954132, 0.15448036789894104, 0.09038332104682922, 0.06428269296884537, 0.05893972888588905, 0.06909853965044022, 0.05105023458600044, 0.050379686057567596]","[0.17167270183563232, 0.15411046147346497, 0.10487181693315506, 0.0885540023446083, 0.08621964603662491, 0.09094013273715973, 0.07788819819688797, 0.07962352782487869]","[0.47734779119491577, 0.4885869324207306, 0.5022720694541931, 0.5079339742660522, 0.5094130635261536, 0.5108773112297058, 0.5097036957740784, 0.5068627595901489]","[0.5048100352287292, 0.5052831768989563, 0.511544942855835, 0.514665961265564, 0.5157346129417419, 0.516772449016571, 0.5153183341026306, 0.5128864645957947]",0.87527,0.90247,0.85002,0.87048,0.88803,0.84079,534,189,0.87046,0.89359,0.8532,0.87456,0.90041,0.85888
0.5,0.05,7,1.0,"[0.87217, 0.87117, 0.87309, 0.87418, 0.87345, 0.87114, 0.87085, 0.87143, 0.87049, 0.87068]","[0.91951, 0.9147, 0.91434, 0.91506, 0.91317, 0.91072, 0.9106, 0.91044, 0.90923, 0.90889]","[0.88694, 0.88446, 0.88417, 0.88388, 0.88301, 0.88184, 0.8814, 0.88125, 0.88067, 0.88038]","[0.86657, 0.86545, 0.86706, 0.87222, 0.87037, 0.8671, 0.86996, 0.86836, 0.86662, 0.8712]","[0.90316, 0.89886, 0.90135, 0.90722, 0.90665, 0.90573, 0.9068, 0.90656, 0.90202, 0.90364]","[0.88156, 0.87806, 0.87865, 0.88098, 0.88156, 0.8804, 0.88098, 0.88098, 0.87923, 0.87981]","[0.6668789982795715, 0.648587167263031, 0.5903470516204834, 0.5679180026054382, 0.5646374225616455, 0.5633409023284912, 0.5607686042785645, 0.5631396174430847, 0.5568481683731079, 0.5508001446723938]","[0.6920341849327087, 0.6598313450813293, 0.6122660636901855, 0.5984258651733398, 0.5967660546302795, 0.5939330458641052, 0.5967302322387695, 0.6011902093887329, 0.5919737815856934, 0.5913764238357544]","[0.18471325933933258, 0.15608978271484375, 0.0855470821261406, 0.060126952826976776, 0.05354052037000656, 0.0546828955411911, 0.051711250096559525, 0.05309522524476051, 0.04887964576482773, 0.0415601022541523]","[0.1891845464706421, 0.15473583340644836, 0.10069359838962555, 0.0854850485920906, 0.0810936838388443, 0.08119436353445053, 0.08371137827634811, 0.08660348504781723, 0.07975243777036667, 0.07845146209001541]","[0.48218345642089844, 0.49259239435195923, 0.5048930644989014, 0.5077942609786987, 0.5110766291618347, 0.5085713863372803, 0.5090330839157104, 0.5099738240242004, 0.507959246635437, 0.5092166066169739]","[0.5029612183570862, 0.5054467916488647, 0.5118436813354492, 0.5131832957267761, 0.5160021185874939, 0.5131571888923645, 0.5133631825447083, 0.5148619413375854, 0.5126054883003235, 0.5133434534072876]",0.88694,0.91951,0.87217,0.88156,0.90316,0.86657,575,243,0.88038,0.90889,0.87068,0.87981,0.90364,0.8712
0.5,0.05,7,1.0,"[0.86062, 0.86871, 0.8701, 0.86923, 0.86639, 0.86624, 0.86558, 0.86188, 0.85949, 0.85752, 0.85623, 0.85621]","[0.90594, 0.9089, 0.90964, 0.90905, 0.90553, 0.90664, 0.90298, 0.89776, 0.89443, 0.89061, 0.88874, 0.88848]","[0.88009, 0.88125, 0.88111, 0.88053, 0.87877, 0.87921, 0.87746, 0.87484, 0.87323, 0.87119, 0.87002, 0.86973]","[0.85768, 0.85462, 0.85976, 0.86876, 0.86889, 0.8724, 0.86908, 0.86548, 0.85897, 0.85912, 0.85512, 0.85286]","[0.90045, 0.89494, 0.89807, 0.9063, 0.90888, 0.91111, 0.90878, 0.90565, 0.89971, 0.89614, 0.89071, 0.88839]","[0.87806, 0.87573, 0.87748, 0.88098, 0.88156, 0.88273, 0.88156, 0.87923, 0.8769, 0.87515, 0.8734, 0.87165]","[0.6602923274040222, 0.6504015326499939, 0.5970495343208313, 0.5732791423797607, 0.5855746269226074, 0.5748046636581421, 0.5861262679100037, 0.5644173622131348, 0.5609604120254517, 0.5519955158233643, 0.5722851753234863, 0.5773263573646545]","[0.6887215375900269, 0.6642740964889526, 0.6198194622993469, 0.6051346659660339, 0.6115622520446777, 0.606231153011322, 0.6190937161445618, 0.5985086560249329, 0.6046653985977173, 0.5996415019035339, 0.6073598861694336, 0.6111429333686829]","[0.18043851852416992, 0.15992945432662964, 0.09496080130338669, 0.06709868460893631, 0.0723399817943573, 0.06362041085958481, 0.07378268241882324, 0.05616000294685364, 0.052894752472639084, 0.04326578974723816, 0.0646904781460762, 0.06633270531892776]","[0.18517351150512695, 0.15909035503864288, 0.10928329080343246, 0.0929078608751297, 0.09247337281703949, 0.09068568050861359, 0.10155884176492691, 0.08503603935241699, 0.09103254228830338, 0.08509112894535065, 0.09467913955450058, 0.09550905227661133]","[0.4798242747783661, 0.49054282903671265, 0.5021836757659912, 0.5061919689178467, 0.5131823420524597, 0.5111508965492249, 0.5122196674346924, 0.5082151889801025, 0.5080322623252869, 0.508655309677124, 0.5074103474617004, 0.5107308626174927]","[0.5038439631462097, 0.5055010914802551, 0.510827898979187, 0.5125166773796082, 0.5194849967956543, 0.5157378911972046, 0.5178336501121521, 0.5136589407920837, 0.5136982798576355, 0.5146624445915222, 0.5129099488258362, 0.5158104300498962]",0.88009,0.90594,0.86062,0.87806,0.90045,0.85768,633,297,0.86973,0.88848,0.85621,0.87165,0.88839,0.85286
0.1,0.09,7,1.0,"[0.86493, 0.86704, 0.86662, 0.8676, 0.86789, 0.86831, 0.86634, 0.86518, 0.86454, 0.86421]","[0.9095, 0.90843, 0.90721, 0.90843, 0.90795, 0.90624, 0.9041, 0.90289, 0.90158, 0.9013]","[0.88198, 0.88169, 0.8814, 0.88184, 0.8814, 0.88023, 0.87921, 0.87863, 0.87805, 0.8779]","[0.8517, 0.85627, 0.86446, 0.87846, 0.8818, 0.87405, 0.87231, 0.87992, 0.8812, 0.8812]","[0.89121, 0.89418, 0.90056, 0.91334, 0.91863, 0.91068, 0.91052, 0.91652, 0.91728, 0.91728]","[0.87573, 0.8769, 0.87981, 0.88506, 0.88681, 0.88331, 0.88331, 0.88506, 0.88565, 0.88565]","[0.65366530418396, 0.6587439179420471, 0.6170457005500793, 0.6099257469177246, 0.6040142774581909, 0.5845770239830017, 0.5861868858337402, 0.5814088582992554, 0.5794715285301208, 0.5754387974739075]","[0.6846246719360352, 0.6762902736663818, 0.6439184546470642, 0.6355645060539246, 0.63893061876297, 0.6248263716697693, 0.6247642636299133, 0.6217576861381531, 0.6254855990409851, 0.6217586994171143]","[0.1737455576658249, 0.1641824096441269, 0.10921449959278107, 0.09448326379060745, 0.08757776767015457, 0.07166709005832672, 0.07241124659776688, 0.06881318986415863, 0.0675845518708229, 0.06163657084107399]","[0.178273543715477, 0.1672428399324417, 0.1273418813943863, 0.11488968133926392, 0.11653126776218414, 0.10605494678020477, 0.10521820932626724, 0.1037050113081932, 0.10702737420797348, 0.10158324986696243]","[0.47993600368499756, 0.494646817445755, 0.5079195499420166, 0.5153999924659729, 0.516489565372467, 0.5129026174545288, 0.5136476755142212, 0.5124846696853638, 0.5119000673294067, 0.513788104057312]","[0.5063814520835876, 0.509317934513092, 0.5166191458702087, 0.520869791507721, 0.5224837064743042, 0.518994152545929, 0.5196698307991028, 0.518229067325592, 0.5184759497642517, 0.520331084728241]",0.88198,0.9095,0.86493,0.87573,0.89121,0.8517,527,243,0.8779,0.9013,0.86421,0.88565,0.91728,0.8812
0.1,0.09,7,1.0,"[0.8641, 0.86848, 0.87025, 0.86781, 0.86555, 0.86249, 0.86178, 0.8626, 0.86101, 0.8605]","[0.91156, 0.91152, 0.9076, 0.9024, 0.89854, 0.89504, 0.89321, 0.89326, 0.89134, 0.89109]","[0.88957, 0.88665, 0.8833, 0.88053, 0.87848, 0.87673, 0.87571, 0.87557, 0.87484, 0.87454]","[0.85274, 0.8663, 0.87426, 0.87786, 0.87091, 0.86622, 0.86997, 0.86755, 0.86238, 0.86041]","[0.89478, 0.90248, 0.91067, 0.91271, 0.90634, 0.90241, 0.90642, 0.90398, 0.89943, 0.89705]","[0.88098, 0.88156, 0.88448, 0.88448, 0.88215, 0.8804, 0.88273, 0.88098, 0.87923, 0.87748]","[0.6513897180557251, 0.65195232629776, 0.6151540875434875, 0.6058829426765442, 0.6027749180793762, 0.604396641254425, 0.6037195324897766, 0.5983531475067139, 0.5777329802513123, 0.5845992565155029]","[0.6812413930892944, 0.6697944402694702, 0.6420043110847473, 0.6367175579071045, 0.6357309222221375, 0.6329931020736694, 0.6403451561927795, 0.630351722240448, 0.6223142147064209, 0.6317223310470581]","[0.17088139057159424, 0.15713556110858917, 0.10758811980485916, 0.09093932062387466, 0.08573462069034576, 0.08898888528347015, 0.08850769698619843, 0.08702915161848068, 0.06305975466966629, 0.07125315070152283]","[0.17537282407283783, 0.16103419661521912, 0.126484677195549, 0.1162881851196289, 0.11204586923122406, 0.11247789114713669, 0.1176389530301094, 0.11240004003047943, 0.10194872319698334, 0.11152937263250351]","[0.4805169999599457, 0.49489158391952515, 0.5076415538787842, 0.5149099230766296, 0.5170935392379761, 0.5153782963752747, 0.515241265296936, 0.5113380551338196, 0.5145712494850159, 0.5132224559783936]","[0.5059393644332886, 0.509145975112915, 0.5158777236938477, 0.5207904577255249, 0.5238909125328064, 0.5207678079605103, 0.5228508114814758, 0.5181246399879456, 0.5205645561218262, 0.5205853581428528]",0.88957,0.91156,0.8641,0.88098,0.89478,0.85274,533,243,0.87454,0.89109,0.8605,0.87748,0.89705,0.86041
